"","word","freq"
"didn't even know","didn't even know",6
"didn't get to","didn't get to",6
"die in a","die in a",6
"different kind of","different kind of",6
"difficult to get","difficult to get",6
"disappointed in the","disappointed in the",6
"district court in","district court in",6
"do about it","do about it",6
"do it but","do it but",6
"do it is","do it is",6
"do it right","do it right",6
"do the things","do the things",6
"do they have","do they have",6
"do when you","do when you",6
"do with what","do with what",6
"do you mean","do you mean",6
"do you prefer","do you prefer",6
"does not mean","does not mean",6
"does not seem","does not seem",6
"doesn't have a","doesn't have a",6
"doesn't have to","doesn't have to",6
"doesne28099t have to","doesne28099t have to",6
"doing a lot","doing a lot",6
"doing what i","doing what i",6
"don't know where","don't know where",6
"don't see the","don't see the",6
"don't see why","don't see why",6
"don't think that","don't think that",6
"don't understand how","don't understand how",6
"don't worry about","don't worry about",6
"done28099t have a","done28099t have a",6
"done28099t know how","done28099t know how",6
"done28099t know why","done28099t know why",6
"done28099t think it","done28099t think it",6
"dow jones industrial","dow jones industrial",6
"down in a","down in a",6
"down the hall","down the hall",6
"draw attention to","draw attention to",6
"drive to the","drive to the",6
"driver of the","driver of the",6
"during a news","during a news",6
"during a recent","during a recent",6
"during that time","during that time",6
"during the event","during the event",6
"e28094 and the","e28094 and the",6
"e28094 at least","e28094 at least",6
"e28094 which is","e28094 which is",6
"e2809ci done28099t know","e2809ci done28099t know",6
"each of his","each of his",6
"early this morning","early this morning",6
"early this year","early this year",6
"edge of a","edge of a",6
"effect on the","effect on the",6
"element of the","element of the",6
"email to the","email to the",6
"encourage you to","encourage you to",6
"end of it","end of it",6
"end up being","end up being",6
"ended up having","ended up having",6
"enough to have","enough to have",6
"ensure that the","ensure that the",6
"entered the game","entered the game",6
"especially for the","especially for the",6
"especially if it","especially if it",6
"especially if they","especially if they",6
"especially in the","especially in the",6
"even better than","even better than",6
"even if it's","even if it's",6
"even though there","even though there",6
"even with a","even with a",6
"events in the","events in the",6
"everyone had a","everyone had a",6
"everything i need","everything i need",6
"evidence of a","evidence of a",6
"exactly what happened","exactly what happened",6
"exactly what you","exactly what you",6
"except for a","except for a",6
"excited to have","excited to have",6
"expected to continue","expected to continue",6
"fact that in","fact that in",6
"fact that my","fact that my",6
"fact that we","fact that we",6
"fall into the","fall into the",6
"far as to","far as to",6
"feel as though","feel as though",6
"feel like we","feel like we",6
"feel so much","feel so much",6
"feel that way","feel that way",6
"feels like it","feels like it",6
"felt it was","felt it was",6
"felt like it","felt like it",6
"felt the need","felt the need",6
"few minutes later","few minutes later",6
"few of my","few of my",6
"figure it out","figure it out",6
"figure out a","figure out a",6
"find a place","find a place",6
"find common ground","find common ground",6
"find out about","find out about",6
"find the best","find the best",6
"first and third","first and third",6
"first place and","first place and",6
"first three months","first three months",6
"first time we","first time we",6
"first time with","first time with",6
"five or six","five or six",6
"floor of the","floor of the",6
"focus more on","focus more on",6
"for 15 minutes","for 15 minutes",6
"for 2 minutes","for 2 minutes",6
"for a particular","for a particular",6
"for a place","for a place",6
"for a special","for a special",6
"for a time","for a time",6
"for about 10","for about 10",6
"for all my","for all my",6
"for an interview","for an interview",6
"for him i","for him i",6
"for him in","for him in",6
"for instance the","for instance the",6
"for it and","for it and",6
"for longer than","for longer than",6
"for me at","for me at",6
"for me because","for me because",6
"for me it's","for me it's",6
"for me ite28099s","for me ite28099s",6
"for me my","for me my",6
"for me so","for me so",6
"for me when","for me when",6
"for my birthday","for my birthday",6
"for no reason","for no reason",6
"for now i","for now i",6
"for quite some","for quite some",6
"for six months","for six months",6
"for that i","for that i",6
"for that reason","for that reason",6
"for the arts","for the arts",6
"for the benefit","for the benefit",6
"for the challenge","for the challenge",6
"for the general","for the general",6
"for the moment","for the moment",6
"for the money","for the money",6
"for the month","for the month",6
"for the poor","for the poor",6
"for the rts","for the rts",6
"for the tigers","for the tigers",6
"for this challenge","for this challenge",6
"for two years","for two years",6
"for you in","for you in",6
"fortunate to have","fortunate to have",6
"found a new","found a new",6
"four years and","four years and",6
"fraction of the","fraction of the",6
"friday at the","friday at the",6
"from 1 to","from 1 to",6
"from all over","from all over",6
"from high school","from high school",6
"from last year","from last year",6
"from los angeles","from los angeles",6
"from new jersey","from new jersey",6
"from people who","from people who",6
"from the computer","from the computer",6
"from the heat","from the heat",6
"from the original","from the original",6
"from the oven","from the oven",6
"from the previous","from the previous",6
"from the right","from the right",6
"from the world","from the world",6
"from their home","from their home",6
"front of my","front of my",6
"game against the","game against the",6
"game and the","game and the",6
"game for the","game for the",6
"game with a","game with a",6
"gave me some","gave me some",6
"gave up on","gave up on",6
"get around to","get around to",6
"get down to","get down to",6
"get me wrong","get me wrong",6
"get on a","get on a",6
"get on the","get on the",6
"get the job","get the job",6
"getting rid of","getting rid of",6
"getting to the","getting to the",6
"give a fuck","give a fuck",6
"give it up","give it up",6
"give me the","give me the",6
"give them the","give them the",6
"give up and","give up and",6
"given that the","given that the",6
"given the chance","given the chance",6
"gives it a","gives it a",6
"gives you the","gives you the",6
"glad to know","glad to know",6
"glad to see","glad to see",6
"go along with","go along with",6
"go by the","go by the",6
"go for it","go for it",6
"go home and","go home and",6
"go through a","go through a",6
"go with a","go with a",6
"goal of the","goal of the",6
"goal was to","goal was to",6
"goals for the","goals for the",6
"going on and","going on and",6
"going on at","going on at",6
"going through the","going through the",6
"going to beat","going to beat",6
"going to lose","going to lose",6
"going to miss","going to miss",6
"going to stay","going to stay",6
"good for my","good for my",6
"good morning i","good morning i",6
"good news is","good news is",6
"good thing i","good thing i",6
"good to hear","good to hear",6
"good to see","good to see",6
"got a great","got a great",6
"got a job","got a job",6
"got a new","got a new",6
"got in the","got in the",6
"got up and","got up and",6
"great time to","great time to",6
"great to be","great to be",6
"guess i should","guess i should",6
"guy in the","guy in the",6
"had a hard","had a hard",6
"had been the","had been the",6
"had more than","had more than",6
"had nothing to","had nothing to",6
"had plenty of","had plenty of",6
"had time to","had time to",6
"had to say","had to say",6
"had to use","had to use",6
"hand in hand","hand in hand",6
"handling of the","handling of the",6
"hang out with","hang out with",6
"hanging out with","hanging out with",6
"happened to me","happened to me",6
"happened to the","happened to the",6
"happens to be","happens to be",6
"happy with it","happy with it",6
"has a long","has a long",6
"has agreed to","has agreed to",6
"has been done","has been done",6
"has been named","has been named",6
"has been really","has been really",6
"has been taken","has been taken",6
"has been to","has been to",6
"has been very","has been very",6
"has been working","has been working",6
"has come under","has come under",6
"has created a","has created a",6
"has ever been","has ever been",6
"has made it","has made it",6
"has made me","has made me",6
"has not yet","has not yet",6
"has said he","has said he",6
"has said that","has said that",6
"has seen a","has seen a",6
"has struggled to","has struggled to",6
"has to go","has to go",6
"has to offer","has to offer",6
"hate to see","hate to see",6
"have a bit","have a bit",6
"have a clue","have a clue",6
"have a long","have a long",6
"have anything to","have anything to",6
"have been better","have been better",6
"have been given","have been given",6
"have been married","have been married",6
"have been used","have been used",6
"have gone to","have gone to",6
"have it in","have it in",6
"have led to","have led to",6
"have made me","have made me",6
"have no problem","have no problem",6
"have said that","have said that",6
"have said the","have said the",6
"have said they","have said they",6
"have some fun","have some fun",6
"have such a","have such a",6
"have the chance","have the chance",6
"have the money","have the money",6
"have their own","have their own",6
"have to believe","have to believe",6
"have to leave","have to leave",6
"have to read","have to read",6
"have won the","have won the",6
"haven't been able","haven't been able",6
"having a good","having a good",6
"he became a","he became a",6
"he became the","he became the",6
"he could get","he could get",6
"he did in","he did in",6
"he didn't know","he didn't know",6
"he entered the","he entered the",6
"he got out","he got out",6
"he got the","he got the",6
"he had the","he had the",6
"he is and","he is and",6
"he managed to","he managed to",6
"he said after","he said after",6
"he said i'm","he said i'm",6
"he said it's","he said it's",6
"he said she","he said she",6
"he said this","he said this",6
"he thought he","he thought he",6
"he took a","he took a",6
"he was given","he was given",6
"he was more","he was more",6
"he was told","he was told",6
"he will have","he will have",6
"he would like","he would like",6
"he's on the","he's on the",6
"head in the","head in the",6
"hear what you","hear what you",6
"help of the","help of the",6
"help you with","help you with",6
"her husband had","her husband had",6
"her relationship with","her relationship with",6
"here as well","here as well",6
"here to stay","here to stay",6
"high school he","high school he",6
"him but he","him but he",6
"him up and","him up and",6
"himself and his","himself and his",6
"himself to the","himself to the",6
"his best to","his best to",6
"his career he","his career he",6
"his first start","his first start",6
"his first year","his first year",6
"his life and","his life and",6
"his office and","his office and",6
"hold on to","hold on to",6
"holding on to","holding on to",6
"holes in the","holes in the",6
"hope for the","hope for the",6
"hope to be","hope to be",6
"hope you can","hope you can",6
"hope you will","hope you will",6
"hours a day","hours a day",6
"how i can","how i can",6
"how is this","how is this",6
"how it was","how it was",6
"how much do","how much do",6
"how much money","how much money",6
"how often do","how often do",6
"how they look","how they look",6
"how they were","how they were",6
"how to work","how to work",6
"however i am","however i am",6
"huge fan of","huge fan of",6
"hunt for a","hunt for a",6
"i also know","i also know",6
"i also used","i also used",6
"i also want","i also want",6
"i always have","i always have",6
"i always thought","i always thought",6
"i am always","i am always",6
"i am currently","i am currently",6
"i am having","i am having",6
"i am more","i am more",6
"i am pretty","i am pretty",6
"i am working","i am working",6
"i appreciate the","i appreciate the",6
"i believe you","i believe you",6
"i bought a","i bought a",6
"i came back","i came back",6
"i can feel","i can feel",6
"i can go","i can go",6
"i can handle","i can handle",6
"i can still","i can still",6
"i can't do","i can't do",6
"i can't stand","i can't stand",6
"i cane28099t wait","i cane28099t wait",6
"i could find","i could find",6
"i could never","i could never",6
"i couldn't help","i couldn't help",6
"i decided i","i decided i",6
"i did some","i did some",6
"i didn't do","i didn't do",6
"i didn't see","i didn't see",6
"i didne28099t even","i didne28099t even",6
"i do and","i do and",6
"i do like","i do like",6
"i do my","i do my",6
"i do that","i do that",6
"i dont have","i dont have",6
"i expect to","i expect to",6
"i figured it","i figured it",6
"i find myself","i find myself",6
"i find the","i find the",6
"i gave him","i gave him",6
"i got out","i got out",6
"i got so","i got so",6
"i got up","i got up",6
"i guess i'm","i guess i'm",6
"i guess this","i guess this",6
"i had just","i had just",6
"i happen to","i happen to",6
"i hate that","i hate that",6
"i have it","i have it",6
"i have now","i have now",6
"i have on","i have on",6
"i have yet","i have yet",6
"i haven't had","i haven't had",6
"i hope all","i hope all",6
"i hope so","i hope so",6
"i just ate","i just ate",6
"i just learned","i just learned",6
"i just thought","i just thought",6
"i just wanna","i just wanna",6
"i just watched","i just watched",6
"i knew we","i knew we",6
"i know and","i know and",6
"i know i've","i know i've",6
"i know we","i know we",6
"i know you're","i know you're",6
"i learned to","i learned to",6
"i love all","i love all",6
"i love and","i love and",6
"i made my","i made my",6
"i may not","i may not",6
"i must admit","i must admit",6
"i must say","i must say",6
"i need is","i need is",6
"i need more","i need more",6
"i need you","i need you",6
"i never expected","i never expected",6
"i never had","i never had",6
"i noticed that","i noticed that",6
"i only had","i only had",6
"i plan to","i plan to",6
"i pointed out","i pointed out",6
"i read a","i read a",6
"i really enjoyed","i really enjoyed",6
"i really love","i really love",6
"i really think","i really think",6
"i really thought","i really thought",6
"i really wish","i really wish",6
"i said it","i said it",6
"i saw my","i saw my",6
"i saw your","i saw your",6
"i say i","i say i",6
"i see my","i see my",6
"i see that","i see that",6
"i set out","i set out",6
"i shall be","i shall be",6
"i started out","i started out",6
"i still feel","i still feel",6
"i still had","i still had",6
"i thank you","i thank you",6
"i think because","i think because",6
"i think for","i think for",6
"i think ie28099m","i think ie28099m",6
"i thought to","i thought to",6
"i took it","i took it",6
"i understand that","i understand that",6
"i use it","i use it",6
"i use the","i use the",6
"i want it","i want it",6
"i wanted a","i wanted a",6
"i was asked","i was asked",6
"i was being","i was being",6
"i was glad","i was glad",6
"i was ready","i was ready",6
"i was sitting","i was sitting",6
"i was wrong","i was wrong",6
"i watched the","i watched the",6
"i went into","i went into",6
"i went through","i went through",6
"i will keep","i will keep",6
"i will need","i will need",6
"i will post","i will post",6
"i will start","i will start",6
"i wish that","i wish that",6
"i wonder what","i wonder what",6
"i work in","i work in",6
"i would make","i would make",6
"i would recommend","i would recommend",6
"i would share","i would share",6
"i'll try to","i'll try to",6
"i'm just not","i'm just not",6
"i'm listening to","i'm listening to",6
"i'm not even","i'm not even",6
"i'm not the","i'm not the",6
"i'm obsessed with","i'm obsessed with",6
"i'm on my","i'm on my",6
"i'm so sorry","i'm so sorry",6
"i'm so tired","i'm so tired",6
"i'm sure i","i'm sure i",6
"i've always been","i've always been",6
"i've been thinking","i've been thinking",6
"i've been working","i've been working",6
"idea for a","idea for a",6
"ideas in the","ideas in the",6
"ie28099m not going","ie28099m not going",6
"ie28099m pretty sure","ie28099m pretty sure",6
"ie28099ve never been","ie28099ve never been",6
"if i didn't","if i didn't",6
"if i didne28099t","if i didne28099t",6
"if i said","if i said",6
"if i want","if i want",6
"if it has","if it has",6
"if it were","if it were",6
"if that doesn't","if that doesn't",6
"if that happens","if that happens",6
"if that is","if that is",6
"if that was","if that was",6
"if there's a","if there's a",6
"if they get","if they get",6
"if they want","if they want",6
"if u want","if u want",6
"if we don't","if we don't",6
"if we done28099t","if we done28099t",6
"if we want","if we want",6
"if you didn't","if you didn't",6
"if you find","if you find",6
"if you keep","if you keep",6
"if you live","if you live",6
"if you saw","if you saw",6
"if you're going","if you're going",6
"if youe28099re looking","if youe28099re looking",6
"important part of","important part of",6
"in 2002 and","in 2002 and",6
"in 2006 and","in 2006 and",6
"in 2007 and","in 2007 and",6
"in 2008 the","in 2008 the",6
"in 2009 and","in 2009 and",6
"in a bad","in a bad",6
"in a big","in a big",6
"in a book","in a book",6
"in a field","in a field",6
"in a guy","in a guy",6
"in a hurry","in a hurry",6
"in a month","in a month",6
"in a saucepan","in a saucepan",6
"in a sense","in a sense",6
"in a similar","in a similar",6
"in a variety","in a variety",6
"in advance of","in advance of",6
"in an area","in an area",6
"in and i","in and i",6
"in and the","in and the",6
"in any case","in any case",6
"in any of","in any of",6
"in both the","in both the",6
"in california and","in california and",6
"in case of","in case of",6
"in case you're","in case you're",6
"in fact if","in fact if",6
"in fact they","in fact they",6
"in from the","in from the",6
"in full force","in full force",6
"in his home","in his home",6
"in it but","in it but",6
"in its first","in its first",6
"in jesus christ","in jesus christ",6
"in just a","in just a",6
"in life and","in life and",6
"in me and","in me and",6
"in most cases","in most cases",6
"in my case","in my case",6
"in my eyes","in my eyes",6
"in my family","in my family",6
"in my hands","in my hands",6
"in my home","in my home",6
"in no way","in no way",6
"in orange county","in orange county",6
"in other states","in other states",6
"in our area","in our area",6
"in our own","in our own",6
"in part to","in part to",6
"in place of","in place of",6
"in position to","in position to",6
"in return for","in return for",6
"in san antonio","in san antonio",6
"in school history","in school history",6
"in september 2010","in september 2010",6
"in some places","in some places",6
"in southern california","in southern california",6
"in store for","in store for",6
"in that time","in that time",6
"in the 10th","in the 10th",6
"in the 1940s","in the 1940s",6
"in the amount","in the amount",6
"in the backyard","in the backyard",6
"in the business","in the business",6
"in the conference","in the conference",6
"in the design","in the design",6
"in the eastern","in the eastern",6
"in the hallway","in the hallway",6
"in the ice","in the ice",6
"in the interest","in the interest",6
"in the interview","in the interview",6
"in the line","in the line",6
"in the lineup","in the lineup",6
"in the lobby","in the lobby",6
"in the microwave","in the microwave",6
"in the mission","in the mission",6
"in the mix","in the mix",6
"in the moment","in the moment",6
"in the months","in the months",6
"in the mountains","in the mountains",6
"in the ncaa","in the ncaa",6
"in the news","in the news",6
"in the northern","in the northern",6
"in the novel","in the novel",6
"in the original","in the original",6
"in the picture","in the picture",6
"in the refrigerator","in the refrigerator",6
"in the sand","in the sand",6
"in the semifinals","in the semifinals",6
"in the studio","in the studio",6
"in the title","in the title",6
"in the western","in the western",6
"in the words","in the words",6
"in this community","in this community",6
"in this day","in this day",6
"in this one","in this one",6
"in two days","in two days",6
"in what was","in what was",6
"in your heart","in your heart",6
"in your mouth","in your mouth",6
"indicated that the","indicated that the",6
"inducted into the","inducted into the",6
"ingredients in a","ingredients in a",6
"inside of the","inside of the",6
"interests of the","interests of the",6
"into the final","into the final",6
"into the future","into the future",6
"into the game","into the game",6
"investigation is ongoing","investigation is ongoing",6
"is a better","is a better",6
"is a combination","is a combination",6
"is a different","is a different",6
"is a free","is a free",6
"is a friend","is a friend",6
"is a part","is a part",6
"is a place","is a place",6
"is a problem","is a problem",6
"is a real","is a real",6
"is also known","is also known",6
"is asked to","is asked to",6
"is because i","is because i",6
"is called the","is called the",6
"is committed to","is committed to",6
"is definitely a","is definitely a",6
"is doing so","is doing so",6
"is even more","is even more",6
"is how to","is how to",6
"is ideal for","is ideal for",6
"is in my","is in my",6
"is in order","is in order",6
"is it so","is it so",6
"is just like","is just like",6
"is just one","is just one",6
"is made from","is made from",6
"is necessary to","is necessary to",6
"is no more","is no more",6
"is not something","is not something",6
"is on his","is on his",6
"is one thing","is one thing",6
"is only one","is only one",6
"is open for","is open for",6
"is rooted in","is rooted in",6
"is said to","is said to",6
"is so cute","is so cute",6
"is something i","is something i",6
"is something you","is something you",6
"is that in","is that in",6
"is that it's","is that it's",6
"is that this","is that this",6
"is that when","is that when",6
"is the greatest","is the greatest",6
"is the least","is the least",6
"is the next","is the next",6
"is the story","is the story",6
"is the top","is the top",6
"is the work","is the work",6
"is this the","is this the",6
"is to help","is to help",6
"is to keep","is to keep",6
"is to see","is to see",6
"is up to","is up to",6
"is very good","is very good",6
"is what happens","is what happens",6
"is what he","is what he",6
"is why the","is why the",6
"is wrong with","is wrong with",6
"it a little","it a little",6
"it all over","it all over",6
"it all started","it all started",6
"it all up","it all up",6
"it appears that","it appears that",6
"it as much","it as much",6
"it but the","it but the",6
"it comes with","it comes with",6
"it didn't work","it didn't work",6
"it even more","it even more",6
"it for me","it for me",6
"it for you","it for you",6
"it gets to","it gets to",6
"it had a","it had a",6
"it has not","it has not",6
"it has the","it has the",6
"it in their","it in their",6
"it in your","it in your",6
"it is almost","it is almost",6
"it is definitely","it is definitely",6
"it is likely","it is likely",6
"it is no","it is no",6
"it is on","it is on",6
"it is pretty","it is pretty",6
"it is this","it is this",6
"it is unclear","it is unclear",6
"it is worth","it is worth",6
"it just me","it just me",6
"it made me","it made me",6
"it off and","it off and",6
"it on your","it on your",6
"it really does","it really does",6
"it should have","it should have",6
"it to make","it to make",6
"it took a","it took a",6
"it was after","it was after",6
"it was important","it was important",6
"it was no","it was no",6
"it was our","it was our",6
"it was perfect","it was perfect",6
"it was simply","it was simply",6
"it wasn't all","it wasn't all",6
"it when people","it when people",6
"it when you","it when you",6
"it with my","it with my",6
"it with some","it with some",6
"it would seem","it would seem",6
"it you can","it you can",6
"it's a bit","it's a bit",6
"it's all in","it's all in",6
"it's also a","it's also a",6
"it's fun to","it's fun to",6
"it's just not","it's just not",6
"it's like a","it's like a",6
"it's nice to","it's nice to",6
"it's not about","it's not about",6
"it's not clear","it's not clear",6
"it's not my","it's not my",6
"it's the most","it's the most",6
"it's too bad","it's too bad",6
"ite28099s a good","ite28099s a good",6
"ite28099s been a","ite28099s been a",6
"ite28099s not just","ite28099s not just",6
"its going to","its going to",6
"its time to","its time to",6
"john f kennedy","john f kennedy",6
"join in the","join in the",6
"join us for","join us for",6
"jones industrial average","jones industrial average",6
"just a lot","just a lot",6
"just about every","just about every",6
"just around the","just around the",6
"just because the","just because the",6
"just enough to","just enough to",6
"just got back","just got back",6
"just kind of","just kind of",6
"just let me","just let me",6
"just like a","just like a",6
"just like you","just like you",6
"just look at","just look at",6
"just saw this","just saw this",6
"just the way","just the way",6
"just to keep","just to keep",6
"just try to","just try to",6
"keep them in","keep them in",6
"kick out of","kick out of",6
"kids in the","kids in the",6
"kill a mockingbird","kill a mockingbird",6
"kind of place","kind of place",6
"kinds of things","kinds of things",6
"knew i had","knew i had",6
"knew i was","knew i was",6
"knew she was","knew she was",6
"knew we were","knew we were",6
"know each other","know each other",6
"know how it","know how it",6
"know how the","know how the",6
"know how you","know how you",6
"know some of","know some of",6
"know someone who","know someone who",6
"know that if","know that if",6
"know that this","know that this",6
"know that when","know that when",6
"know the feeling","know the feeling",6
"know where it","know where it",6
"know where to","know where to",6
"know you can","know you can",6
"large numbers of","large numbers of",6
"large part of","large part of",6
"last but not","last but not",6
"last season with","last season with",6
"last week but","last week but",6
"last week in","last week in",6
"last week that","last week that",6
"last year on","last year on",6
"learn a lot","learn a lot",6
"leave you with","leave you with",6
"led me to","led me to",6
"left and right","left and right",6
"left on the","left on the",6
"left with a","left with a",6
"less than an","less than an",6
"less than half","less than half",6
"let me just","let me just",6
"let me tell","let me tell",6
"letter to the","letter to the",6
"life as a","life as a",6
"life for the","life for the",6
"life is like","life is like",6
"life on the","life on the",6
"life would be","life would be",6
"light in the","light in the",6
"like i should","like i should",6
"like in the","like in the",6
"like most of","like most of",6
"like that when","like that when",6
"like the old","like the old",6
"like to get","like to get",6
"like to make","like to make",6
"like we were","like we were",6
"like you to","like you to",6
"listen to me","listen to me",6
"listening to my","listening to my",6
"little of the","little of the",6
"live on the","live on the",6
"lived in the","lived in the",6
"lives in the","lives in the",6
"living room and","living room and",6
"loaded the bases","loaded the bases",6
"long history of","long history of",6
"long time since","long time since",6
"long way from","long way from",6
"look at him","look at him",6
"look at me","look at me",6
"look it up","look it up",6
"look like the","look like the",6
"looking at a","looking at a",6
"looking at you","looking at you",6
"looking back on","looking back on",6
"looking for an","looking for an",6
"looking for more","looking for more",6
"los angeles and","los angeles and",6
"los angeles county","los angeles county",6
"lot about the","lot about the",6
"lot more to","lot more to",6
"lot of different","lot of different",6
"lot of good","lot of good",6
"lot of guys","lot of guys",6
"louis public schools","louis public schools",6
"love is a","love is a",6
"love with this","love with this",6
"made it clear","made it clear",6
"made it into","made it into",6
"made me laugh","made me laugh",6
"make it look","make it look",6
"make it out","make it out",6
"make room for","make room for",6
"make the best","make the best",6
"make up the","make up the",6
"make you happy","make you happy",6
"makes me laugh","makes me laugh",6
"makes no sense","makes no sense",6
"makes sense to","makes sense to",6
"managed to find","managed to find",6
"manager for the","manager for the",6
"manager of the","manager of the",6
"many in the","many in the",6
"many people and","many people and",6
"many people in","many people in",6
"many people would","many people would",6
"may be in","may be in",6
"maybe i should","maybe i should",6
"me about it","me about it",6
"me about the","me about the",6
"me and you","me and you",6
"me back to","me back to",6
"me feel better","me feel better",6
"me i just","me i just",6
"me i love","me i love",6
"me i mean","me i mean",6
"me know what","me know what",6
"me over the","me over the",6
"me so much","me so much",6
"me that it","me that it",6
"me to write","me to write",6
"me what you","me what you",6
"means to be","means to be",6
"meeting of the","meeting of the",6
"mention of the","mention of the",6
"mentioned in the","mentioned in the",6
"might be in","might be in",6
"might just be","might just be",6
"miles west of","miles west of",6
"million according to","million according to",6
"million from the","million from the",6
"miss you too","miss you too",6
"mission is to","mission is to",6
"money in the","money in the",6
"more about it","more about it",6
"more about this","more about this",6
"more days of","more days of",6
"more for the","more for the",6
"more in the","more in the",6
"more information about","more information about",6
"more people to","more people to",6
"more so than","more so than",6
"more than anything","more than anything",6
"more than double","more than double",6
"more than to","more than to",6
"more than you","more than you",6
"more time to","more time to",6
"more time with","more time with",6
"most likely to","most likely to",6
"most of their","most of their",6
"most of those","most of those",6
"mother of two","mother of two",6
"mother's day to","mother's day to",6
"much like a","much like a",6
"much of his","much of his",6
"much of this","much of this",6
"much to the","much to the",6
"my children and","my children and",6
"my dad is","my dad is",6
"my family is","my family is",6
"my favorite thing","my favorite thing",6
"my job to","my job to",6
"my life that","my life that",6
"my little brother","my little brother",6
"my parents and","my parents and",6
"my son and","my son and",6
"nearly half of","nearly half of",6
"needed for the","needed for the",6
"needs to get","needs to get",6
"needs to go","needs to go",6
"never been to","never been to",6
"never forget the","never forget the",6
"never gave up","never gave up",6
"new jersey turnpike","new jersey turnpike",6
"new orleans saints","new orleans saints",6
"new ways to","new ways to",6
"new york in","new york in",6
"new york state","new york state",6
"next to a","next to a",6
"next year i","next year i",6
"nice to be","nice to be",6
"nice to meet","nice to meet",6
"night and the","night and the",6
"no doubt that","no doubt that",6
"no i am","no i am",6
"no intention of","no intention of",6
"no less than","no less than",6
"no one likes","no one likes",6
"no surprise that","no surprise that",6
"none of that","none of that",6
"north and south","north and south",6
"north of the","north of the",6
"not a great","not a great",6
"not a problem","not a problem",6
"not afraid to","not afraid to",6
"not all of","not all of",6
"not allowed to","not allowed to",6
"not come to","not come to",6
"not expected to","not expected to",6
"not in my","not in my",6
"not just any","not just any",6
"not know how","not know how",6
"not know what","not know what",6
"not limited to","not limited to",6
"not only because","not only because",6
"not sure about","not sure about",6
"not sure i","not sure i",6
"not sure why","not sure why",6
"not talking about","not talking about",6
"not the end","not the end",6
"not too much","not too much",6
"not what i","not what i",6
"not worth it","not worth it",6
"not yet been","not yet been",6
"nothing but the","nothing but the",6
"now that we","now that we",6
"now you can","now you can",6
"obama in the","obama in the",6
"obtained by the","obtained by the",6
"of a big","of a big",6
"of a day","of a day",6
"of a more","of a more",6
"of a person","of a person",6
"of an eye","of an eye",6
"of both the","of both the",6
"of course but","of course but",6
"of course not","of course not",6
"of god is","of god is",6
"of going to","of going to",6
"of growth and","of growth and",6
"of health and","of health and",6
"of him and","of him and",6
"of his favorite","of his favorite",6
"of his three","of his three",6
"of in the","of in the",6
"of interest in","of interest in",6
"of last season","of last season",6
"of life i","of life i",6
"of luck to","of luck to",6
"of money and","of money and",6
"of my first","of my first",6
"of not having","of not having",6
"of our time","of our time",6
"of people and","of people and",6
"of people are","of people are",6
"of president barack","of president barack",6
"of the 2011","of the 2011",6
"of the actual","of the actual",6
"of the back","of the back",6
"of the boys","of the boys",6
"of the caribbean","of the caribbean",6
"of the catholic","of the catholic",6
"of the court","of the court",6
"of the crowd","of the crowd",6
"of the dough","of the dough",6
"of the economic","of the economic",6
"of the end","of the end",6
"of the festival","of the festival",6
"of the good","of the good",6
"of the historic","of the historic",6
"of the incident","of the incident",6
"of the local","of the local",6
"of the market","of the market",6
"of the mountain","of the mountain",6
"of the one","of the one",6
"of the ones","of the ones",6
"of the only","of the only",6
"of the pictures","of the pictures",6
"of the plan","of the plan",6
"of the popular","of the popular",6
"of the postseason","of the postseason",6
"of the problems","of the problems",6
"of the song","of the song",6
"of the tax","of the tax",6
"of the team's","of the team's",6
"of the victims","of the victims",6
"of the western","of the western",6
"of the worlde28099s","of the worlde28099s",6
"of their parents","of their parents",6
"of them is","of them is",6
"of them to","of them to",6
"of them was","of them was",6
"of these people","of these people",6
"of these two","of these two",6
"of this book","of this book",6
"of this story","of this story",6
"of this team","of this team",6
"of this world","of this world",6
"of us to","of us to",6
"of weeks ago","of weeks ago",6
"of what was","of what was",6
"of which i","of which i",6
"of years and","of years and",6
"of you for","of you for",6
"of you know","of you know",6
"of you to","of you to",6
"off the bat","off the bat",6
"off the bench","off the bench",6
"off the hook","off the hook",6
"office of the","office of the",6
"okay with that","okay with that",6
"on a hill","on a hill",6
"on a saturday","on a saturday",6
"on a sunday","on a sunday",6
"on his back","on his back",6
"on how they","on how they",6
"on my back","on my back",6
"on my iphone","on my iphone",6
"on one hand","on one hand",6
"on our own","on our own",6
"on saturday and","on saturday and",6
"on several occasions","on several occasions",6
"on such a","on such a",6
"on sunday morning","on sunday morning",6
"on the bench","on the bench",6
"on the books","on the books",6
"on the cake","on the cake",6
"on the counter","on the counter",6
"on the end","on the end",6
"on the eve","on the eve",6
"on the farm","on the farm",6
"on the island","on the island",6
"on the latest","on the latest",6
"on the mound","on the mound",6
"on the news","on the news",6
"on the night","on the night",6
"on the offensive","on the offensive",6
"on the part","on the part",6
"on the project","on the project",6
"on the rest","on the rest",6
"on the school","on the school",6
"on the season","on the season",6
"on the shelf","on the shelf",6
"on the size","on the size",6
"on the south","on the south",6
"on the surface","on the surface",6
"on their website","on their website",6
"on this planet","on this planet",6
"on to win","on to win",6
"on tuesday night","on tuesday night",6
"on twitter and","on twitter and",6
"on wednesday and","on wednesday and",6
"on what he","on what he",6
"on your blog","on your blog",6
